User ID,Day Of Week,,Show,Season,Episode,Time Watched,Gender,Completed,Time of Day,,,
45713,11-02-2019,Monday,Stranger Things,2,4,11,Female,0,0,,,
36379,12-02-2019,Tuesday,Stranger Things,2,5,47,Male,1,0,,,
16969,11-02-2019,Monday,Stranger Things,2,2,29,Female,0,0,,,
71278,11-02-2019,Monday,Stranger Things,1,7,53,Male,1,0,,,
19951,12-02-2019,Tuesday,Stranger Things,2,6,42,Female,1,0,,,
52543,09-02-2019,Saturday,Stranger Things,1,2,9,Male,0,0,,,
25691,11-02-2019,Monday,Stranger Things,1,8,19,Male,0,0,,,
124864,10-02-2019,Sunday,Stranger Things,2,4,30,Male,1,0,,,
56779,11-02-2019,Monday,Stranger Things,1,7,12,Female,0,0,,,
96712,09-02-2019,Saturday,Stranger Things,1,1,27,Female,0,1,,,
36839,10-02-2019,Sunday,Stranger Things,1,8,16,Male,0,1,,,
15923,09-02-2019,Saturday,Stranger Things,1,2,26,Male,0,0,,,
37140,09-02-2019,Saturday,Stranger Things,2,5,55,Female,1,0,,,
25199,12-02-2019,Tuesday,Stranger Things,2,3,58,,1,1,,,
93520,10-02-2019,Sunday,Stranger Things,1,1,56,,1,0,,,
40484,09-02-2019,Saturday,Stranger Things,2,1,8,,0,0,,,
72129,10-02-2019,Sunday,Stranger Things,2,10,13,,0,0,,,
70414,11-02-2019,Monday,Stranger Things,2,3,57,,1,1,,,
103181,10-02-2019,Sunday,Stranger Things,2,2,16,,0,1,,,
122977,10-02-2019,Sunday,Stranger Things,2,6,30,,1,1,,,
78689,12-02-2019,Tuesday,Stranger Things,1,2,7,,0,1,,,
4245,11-02-2019,Monday,Stranger Things,1,5,3,,0,1,,,
18569,12-02-2019,Tuesday,Stranger Things,1,7,56,,1,1,,,
37363,12-02-2019,Tuesday,Stranger Things,2,3,53,,1,0,,,
69573,10-02-2019,Sunday,Stranger Things,1,2,10,,0,0,,,
102845,12-02-2019,Tuesday,Stranger Things,1,6,46,,1,0,,,
93041,11-02-2019,Monday,Stranger Things,1,4,60,,1,1,,,
93201,09-02-2019,Saturday,Stranger Things,1,9,6,,0,0,,,
28005,11-02-2019,Monday,Stranger Things,2,7,52,,1,1,,,
30596,12-02-2019,Tuesday,Stranger Things,1,1,60,,1,0,,,
94343,10-02-2019,Sunday,Stranger Things,2,8,16,,0,0,,,
91289,10-02-2019,Sunday,Stranger Things,1,3,40,,1,1,,,
42943,10-02-2019,Sunday,Stranger Things,2,6,18,,0,1,,,
53424,09-02-2019,Saturday,Stranger Things,2,3,56,,1,0,,,
118891,11-02-2019,Monday,Stranger Things,2,8,45,,1,0,,,
84140,10-02-2019,Sunday,Stranger Things,2,7,45,,1,1,,,
113378,12-02-2019,Tuesday,Stranger Things,2,8,4,,0,0,,,
92209,10-02-2019,Sunday,Stranger Things,1,4,18,,0,0,,,
40600,10-02-2019,Sunday,Stranger Things,1,7,35,,1,1,,,
59937,09-02-2019,Saturday,Stranger Things,2,9,44,,1,0,,,
57260,11-02-2019,Monday,Stranger Things,2,9,42,,1,1,,,
75418,11-02-2019,Monday,Stranger Things,2,1,50,,1,0,,,
48470,10-02-2019,Sunday,Stranger Things,1,5,51,,1,0,,,
90604,09-02-2019,Saturday,Stranger Things,1,3,12,,0,1,,,
1559,10-02-2019,Sunday,Stranger Things,1,1,5,,0,1,,,
24471,10-02-2019,Sunday,Stranger Things,2,2,23,,0,1,,,
82995,11-02-2019,Monday,Stranger Things,1,6,1,,0,1,,,
18030,11-02-2019,Monday,Stranger Things,2,9,31,,1,0,,,
51497,09-02-2019,Saturday,Stranger Things,1,8,46,,1,1,,,
67066,11-02-2019,Monday,Stranger Things,2,1,14,,0,0,,,
59067,11-02-2019,Monday,Stranger Things,1,4,5,,0,0,,,
112605,11-02-2019,Monday,Stranger Things,1,7,41,,1,0,,,
71031,09-02-2019,Saturday,Stranger Things,2,2,51,,1,0,,,
63959,12-02-2019,Tuesday,Stranger Things,2,4,21,,0,1,,,
118219,10-02-2019,Sunday,Stranger Things,2,6,32,,1,1,,,
118831,12-02-2019,Tuesday,Stranger Things,1,1,3,,0,1,,,
14466,12-02-2019,Tuesday,Stranger Things,2,4,45,,1,1,,,
94081,09-02-2019,Saturday,Stranger Things,1,4,1,,0,0,,,
115105,12-02-2019,Tuesday,Stranger Things,2,9,47,,1,1,,,
73640,11-02-2019,Monday,Stranger Things,2,7,60,,1,1,,,
21877,11-02-2019,Monday,Stranger Things,2,6,42,,1,1,,,
82242,12-02-2019,Tuesday,Stranger Things,1,6,60,,1,0,,,
88243,12-02-2019,Tuesday,Stranger Things,1,8,54,,1,1,,,
84972,12-02-2019,Tuesday,Stranger Things,2,7,19,,0,1,,,
34108,09-02-2019,Saturday,Stranger Things,2,6,40,,1,1,,,
48693,11-02-2019,Monday,Stranger Things,2,8,30,,1,0,,,
58466,12-02-2019,Tuesday,Stranger Things,2,2,16,,0,1,,,
15381,12-02-2019,Tuesday,Stranger Things,1,10,23,,0,0,,,
97366,12-02-2019,Tuesday,Stranger Things,2,1,20,,0,1,,,
43106,09-02-2019,Saturday,Stranger Things,1,7,46,,1,0,,,
82329,12-02-2019,Tuesday,Stranger Things,1,2,52,,1,0,,,
65444,10-02-2019,Sunday,Stranger Things,1,1,51,,1,1,,,
111972,12-02-2019,Tuesday,Stranger Things,2,6,41,,1,1,,,
53812,10-02-2019,Sunday,Stranger Things,1,5,14,,0,1,,,
612,12-02-2019,Tuesday,Stranger Things,1,5,11,,0,1,,,
110207,09-02-2019,Saturday,Stranger Things,2,5,1,,0,0,,,
41401,12-02-2019,Tuesday,Stranger Things,1,2,54,,1,1,,,
67968,10-02-2019,Sunday,Stranger Things,2,5,10,,0,0,,,
79947,11-02-2019,Monday,Stranger Things,1,5,44,,1,0,,,
94745,12-02-2019,Tuesday,Stranger Things,1,7,60,,1,0,,,
110119,09-02-2019,Saturday,Stranger Things,2,7,24,,0,1,,,
105748,11-02-2019,Monday,Stranger Things,2,6,42,,1,1,,,
67709,10-02-2019,Sunday,Stranger Things,2,4,6,,0,0,,,
72893,11-02-2019,Monday,Stranger Things,2,2,16,,0,1,,,
17776,12-02-2019,Tuesday,Stranger Things,1,8,23,,0,0,,,
12872,10-02-2019,Sunday,Stranger Things,2,2,58,,1,0,,,
14369,11-02-2019,Monday,Stranger Things,2,10,37,,1,0,,,
111813,10-02-2019,Sunday,Stranger Things,2,1,7,,0,0,,,
17309,09-02-2019,Saturday,Stranger Things,1,7,42,,1,0,,,
84168,09-02-2019,Saturday,Stranger Things,1,4,6,,0,1,,,
91290,10-02-2019,Sunday,Stranger Things,2,1,59,,1,0,,,
77391,11-02-2019,Monday,Stranger Things,1,7,17,,0,0,,,
80752,10-02-2019,Sunday,Stranger Things,1,9,18,,0,1,,,
25817,11-02-2019,Monday,Stranger Things,2,6,52,,1,1,,,
95312,09-02-2019,Saturday,Stranger Things,1,5,12,Male,0,0,,,
11080,12-02-2019,Tuesday,Stranger Things,1,10,23,Male,0,1,,,
75059,10-02-2019,Sunday,Stranger Things,1,7,52,Male,1,1,,,
22728,09-02-2019,Saturday,Stranger Things,2,8,9,Male,0,1,,,
56670,11-02-2019,Monday,Stranger Things,2,3,24,Female,0,1,,,
95235,11-02-2019,Monday,Stranger Things,2,3,59,Male,1,1,,,
30943,12-02-2019,Tuesday,Stranger Things,2,2,4,Female,0,0,,,
31889,09-02-2019,Saturday,Stranger Things,2,2,14,Male,0,0,,,
889,10-02-2019,Sunday,Stranger Things,1,10,34,Male,1,0,,,
124071,12-02-2019,Tuesday,Stranger Things,2,5,57,Male,1,0,,,
11622,09-02-2019,Saturday,Stranger Things,1,6,40,Male,1,1,,,
104176,12-02-2019,Tuesday,Stranger Things,2,6,6,Female,0,0,,,
103218,09-02-2019,Saturday,Stranger Things,2,2,16,Male,0,0,,,
62357,09-02-2019,Saturday,Stranger Things,1,8,58,Female,1,1,,,
44626,09-02-2019,Saturday,Stranger Things,2,2,58,Male,1,1,,,
45068,10-02-2019,Sunday,Stranger Things,2,6,2,Female,0,0,,,
26577,11-02-2019,Monday,Stranger Things,2,9,1,Male,0,1,,,
11115,09-02-2019,Saturday,Stranger Things,2,6,5,Female,0,0,,,
80602,10-02-2019,Sunday,Stranger Things,2,10,21,Male,0,1,,,
31511,12-02-2019,Tuesday,Stranger Things,1,8,21,Male,0,1,,,
104782,11-02-2019,Monday,Stranger Things,1,9,39,Female,1,0,,,
43174,09-02-2019,Saturday,Stranger Things,1,9,6,Male,0,0,,,
57213,09-02-2019,Saturday,Stranger Things,1,4,59,Male,1,1,,,
31291,09-02-2019,Saturday,Stranger Things,2,1,20,Female,0,0,,,
111556,09-02-2019,Saturday,Stranger Things,2,8,47,Female,1,0,,,
121087,11-02-2019,Monday,Stranger Things,1,3,48,Male,1,1,,,
95913,12-02-2019,Tuesday,Stranger Things,2,2,41,Female,1,1,,,
122496,11-02-2019,Monday,Stranger Things,2,9,51,Female,1,1,,,
56815,10-02-2019,Sunday,Stranger Things,2,10,57,Female,1,0,,,
4331,11-02-2019,Monday,Stranger Things,2,1,57,Male,1,1,,,
121877,12-02-2019,Tuesday,Stranger Things,1,6,9,Female,0,1,,,
78423,12-02-2019,Tuesday,Stranger Things,1,5,30,Male,1,1,,,
83906,12-02-2019,Tuesday,Stranger Things,1,8,52,Male,1,0,,,
124465,09-02-2019,Saturday,Stranger Things,2,6,24,Female,0,1,,,
61650,12-02-2019,Tuesday,Stranger Things,2,7,57,Male,1,0,,,
103919,12-02-2019,Tuesday,Stranger Things,1,10,26,Female,0,0,,,
104209,09-02-2019,Saturday,Stranger Things,2,9,50,Male,1,1,,,
119463,10-02-2019,Sunday,Stranger Things,1,2,41,Female,1,0,,,
54268,09-02-2019,Saturday,Stranger Things,2,9,14,Female,0,1,,,
121633,11-02-2019,Monday,Stranger Things,2,2,35,Male,1,1,,,
8465,10-02-2019,Sunday,Stranger Things,1,7,55,Female,1,0,,,
54313,12-02-2019,Tuesday,Stranger Things,2,4,45,Male,1,0,,,
45732,10-02-2019,Sunday,Stranger Things,2,1,24,Female,0,0,,,
32839,09-02-2019,Saturday,Stranger Things,1,3,29,Female,0,0,,,
19450,11-02-2019,Monday,Stranger Things,1,2,57,Female,1,0,,,
32189,09-02-2019,Saturday,Stranger Things,2,3,23,Female,0,0,,,
108141,09-02-2019,Saturday,Stranger Things,1,3,30,Male,1,1,,,
25427,10-02-2019,Sunday,Stranger Things,1,10,15,Female,0,1,,,
62104,12-02-2019,Tuesday,Stranger Things,1,9,45,Male,1,0,,,
23546,11-02-2019,Monday,Stranger Things,1,9,158,Male,1,0,,,
43379,09-02-2019,Saturday,Stranger Things,2,8,29,Female,0,0,,,
17481,09-02-2019,Saturday,Stranger Things,2,6,28,Male,0,0,,,
37543,11-02-2019,Monday,Stranger Things,1,4,26,Female,0,1,,,
15131,12-02-2019,Tuesday,Stranger Things,2,5,57,Female,1,0,,,
119829,11-02-2019,Monday,Stranger Things,2,6,44,Male,1,0,,,
25907,11-02-2019,Monday,Stranger Things,2,5,10,Female,0,1,,,
102473,10-02-2019,Sunday,Stranger Things,1,4,7,Male,0,0,,,
95034,11-02-2019,Monday,Stranger Things,1,7,23,Male,0,0,,,
68335,10-02-2019,Sunday,Stranger Things,2,1,25,Female,0,1,,,
19652,09-02-2019,Saturday,Stranger Things,2,2,13,Male,0,1,,,
119958,09-02-2019,Saturday,Stranger Things,1,4,60,Male,1,0,,,
18569,10-02-2019,Sunday,Stranger Things,1,7,30,Male,1,0,,,
118685,09-02-2019,Saturday,Stranger Things,1,6,9,Male,0,1,,,
17827,12-02-2019,Tuesday,Stranger Things,1,5,46,Male,1,1,,,
91533,12-02-2019,Tuesday,Stranger Things,1,8,16,Male,0,1,,,
122980,11-02-2019,Monday,Stranger Things,2,1,34,Female,1,1,,,
93233,12-02-2019,Tuesday,Stranger Things,2,4,18,Male,0,0,,,
52405,09-02-2019,Saturday,Stranger Things,1,3,53,Male,1,1,,,
95894,11-02-2019,Monday,Stranger Things,2,10,34,Male,1,0,,,
25959,09-02-2019,Saturday,Stranger Things,2,2,28,Female,0,1,,,
90271,09-02-2019,Saturday,Stranger Things,2,2,8,Female,0,1,,,
35197,11-02-2019,Monday,Stranger Things,2,9,25,Female,0,1,,,
33664,10-02-2019,Sunday,Stranger Things,1,2,55,Male,1,1,,,
93273,12-02-2019,Tuesday,Stranger Things,2,10,47,Male,1,1,,,
67392,09-02-2019,Saturday,Stranger Things,1,10,6,Male,0,1,,,
431,12-02-2019,Tuesday,Stranger Things,2,6,52,Male,1,0,,,
63383,11-02-2019,Monday,Stranger Things,2,5,55,Female,1,1,,,
10401,11-02-2019,Monday,Stranger Things,2,1,8,Male,0,1,,,
41559,11-02-2019,Monday,Stranger Things,1,1,10,Female,0,1,,,
34198,10-02-2019,Sunday,Stranger Things,2,10,4,Female,0,0,,,
39545,10-02-2019,Sunday,Stranger Things,1,8,52,Male,1,0,,,
11027,11-02-2019,Monday,Stranger Things,2,4,50,Female,1,0,,,
49656,10-02-2019,Sunday,Stranger Things,2,8,27,Male,0,0,,,
71664,12-02-2019,Tuesday,Stranger Things,1,2,15,Female,0,1,,,
56368,10-02-2019,Sunday,Stranger Things,2,5,32,Male,1,0,,,
52155,09-02-2019,Saturday,Stranger Things,1,1,19,Female,0,1,,,
102894,11-02-2019,Monday,Stranger Things,2,10,20,Male,0,0,,,
38671,09-02-2019,Saturday,Stranger Things,1,9,37,Female,1,1,,,
52682,12-02-2019,Tuesday,Stranger Things,2,6,57,Male,1,1,,,
21487,09-02-2019,Saturday,Stranger Things,2,8,10,Male,0,1,,,
74308,12-02-2019,Tuesday,Stranger Things,1,9,18,Male,0,0,,,
36094,09-02-2019,Saturday,Stranger Things,1,4,35,Male,1,1,,,
100134,11-02-2019,Monday,Stranger Things,2,9,18,Male,0,0,,,
124472,10-02-2019,Sunday,Stranger Things,1,3,2,Female,0,1,,,
61326,12-02-2019,Tuesday,Stranger Things,2,7,21,Female,0,0,,,
63690,11-02-2019,Monday,Stranger Things,1,2,23,Female,0,1,,,
70443,10-02-2019,Sunday,Stranger Things,2,2,15,Female,0,0,,,
119035,11-02-2019,Monday,Stranger Things,2,5,46,Male,1,0,,,
34028,11-02-2019,Monday,Stranger Things,1,8,39,Male,1,0,,,
2075,12-02-2019,Tuesday,Stranger Things,2,9,11,Male,0,1,,,
113016,11-02-2019,Monday,Stranger Things,2,4,27,Female,0,0,,,
111074,12-02-2019,Tuesday,Stranger Things,1,6,3,Female,0,1,,,
43731,11-02-2019,Monday,Stranger Things,2,2,2,Male,0,0,,,
54044,10-02-2019,Sunday,Stranger Things,2,9,34,Female,1,0,,,
38897,10-02-2019,Sunday,Stranger Things,1,7,15,Female,0,0,,,
79197,11-02-2019,Monday,Stranger Things,2,4,57,Female,1,0,,,
11866,10-02-2019,Sunday,Stranger Things,2,9,32,Female,1,0,,,
45727,09-02-2019,Saturday,Stranger Things,2,7,57,Female,1,0,,,
84267,11-02-2019,Monday,Stranger Things,2,8,27,Female,0,1,,,
13430,09-02-2019,Saturday,Stranger Things,1,5,19,Male,0,1,,,
42313,11-02-2019,Monday,Stranger Things,2,8,14,Male,0,1,,,
61685,12-02-2019,Tuesday,Stranger Things,1,8,12,Female,0,1,,,
42519,12-02-2019,Tuesday,Stranger Things,1,10,7,Male,0,1,,,
113670,11-02-2019,Monday,Stranger Things,2,5,28,Male,0,0,,,
20388,12-02-2019,Tuesday,Stranger Things,1,7,44,Female,1,1,,,
56632,10-02-2019,Sunday,Stranger Things,2,6,33,Male,1,1,,,
25530,09-02-2019,Saturday,Stranger Things,1,2,55,Male,1,0,,,
71706,10-02-2019,Sunday,Stranger Things,2,1,37,Female,1,1,,,
15516,11-02-2019,Monday,Stranger Things,2,3,30,Female,1,0,,,
48886,12-02-2019,Tuesday,Stranger Things,2,1,15,Male,0,1,,,
120654,11-02-2019,Monday,Stranger Things,2,8,32,Female,1,0,,,
13927,09-02-2019,Saturday,Stranger Things,1,9,4,Male,0,0,,,
99389,09-02-2019,Saturday,Stranger Things,1,6,41,Male,1,1,,,
77370,09-02-2019,Saturday,Stranger Things,2,5,23,Male,0,0,,,
117276,09-02-2019,Saturday,Stranger Things,2,1,50,Male,1,1,,,
12285,12-02-2019,Tuesday,Stranger Things,2,10,37,Female,1,1,,,
95509,12-02-2019,Tuesday,Stranger Things,2,2,20,Male,0,1,,,
17773,12-02-2019,Tuesday,Stranger Things,1,5,10,Female,0,0,,,
11158,11-02-2019,Monday,Stranger Things,1,5,20,Male,0,1,,,
32766,10-02-2019,Sunday,Stranger Things,1,7,6,Female,0,1,,,
93297,10-02-2019,Sunday,Stranger Things,1,1,49,Male,1,1,,,
56778,10-02-2019,Sunday,Stranger Things,2,2,13,Male,0,1,,,
37343,12-02-2019,Tuesday,Stranger Things,2,4,30,Male,1,1,,,
48660,09-02-2019,Saturday,Stranger Things,2,2,36,Female,1,0,,,
52794,12-02-2019,Tuesday,Stranger Things,1,8,31,Female,1,1,,,
36317,11-02-2019,Monday,Stranger Things,2,9,56,Male,1,0,,,
28576,09-02-2019,Saturday,Stranger Things,2,10,4,Male,0,1,,,
122516,11-02-2019,Monday,Stranger Things,1,9,14,Female,0,1,,,
122592,11-02-2019,Monday,Stranger Things,2,7,36,Female,1,1,,,
58753,09-02-2019,Saturday,Stranger Things,2,3,26,Male,0,0,,,
67143,12-02-2019,Tuesday,Stranger Things,1,9,42,Female,1,0,,,
55544,10-02-2019,Sunday,Stranger Things,2,10,31,Male,1,1,,,
52602,11-02-2019,Monday,Stranger Things,2,10,18,Female,0,1,,,
29211,12-02-2019,Tuesday,Stranger Things,1,1,10,Female,0,1,,,
96288,11-02-2019,Monday,Stranger Things,1,1,10,Male,0,0,,,
80578,10-02-2019,Sunday,Stranger Things,1,9,35,Female,1,0,,,
39792,10-02-2019,Sunday,Stranger Things,2,2,23,Male,0,0,,,
26308,09-02-2019,Saturday,Stranger Things,2,4,53,Male,1,1,,,
97365,11-02-2019,Monday,Stranger Things,1,1,42,Male,1,0,,,
101588,09-02-2019,Saturday,Stranger Things,1,8,1,Male,0,0,,,
6692,12-02-2019,Tuesday,Stranger Things,1,7,38,Male,1,1,,,
24562,11-02-2019,Monday,Stranger Things,2,10,14,Male,0,1,,,
104710,09-02-2019,Saturday,Stranger Things,2,7,17,Female,0,1,,,
46431,11-02-2019,Monday,Stranger Things,2,7,11,Female,0,1,,,
115091,10-02-2019,Sunday,Stranger Things,2,8,51,Female,1,0,,,
97959,12-02-2019,Tuesday,Stranger Things,1,6,60,Female,1,0,,,
59075,12-02-2019,Tuesday,Stranger Things,2,10,3,Male,0,0,,,
59038,11-02-2019,Monday,Stranger Things,2,2,15,Female,0,1,,,
30502,09-02-2019,Saturday,Stranger Things,2,9,24,Female,0,1,,,
25519,10-02-2019,Sunday,Stranger Things,1,8,12,Female,0,0,,,
91360,09-02-2019,Saturday,Stranger Things,1,5,38,Female,1,1,,,
29397,11-02-2019,Monday,Stranger Things,2,10,27,Female,0,0,,,
3477,12-02-2019,Tuesday,Stranger Things,1,1,26,Male,0,0,,,
41091,12-02-2019,Tuesday,Stranger Things,1,5,20,Female,0,1,,,
44885,10-02-2019,Sunday,Stranger Things,1,7,49,Female,1,0,,,
109994,09-02-2019,Saturday,Stranger Things,2,6,30,Female,1,1,,,
94629,09-02-2019,Saturday,Stranger Things,2,7,60,Male,1,0,,,
75964,10-02-2019,Sunday,Stranger Things,2,4,20,Female,0,1,,,
13104,09-02-2019,Saturday,Stranger Things,2,3,51,Male,1,0,,,
63772,10-02-2019,Sunday,Stranger Things,1,9,56,Female,1,1,,,
124848,09-02-2019,Saturday,Stranger Things,1,8,41,Male,1,0,,,
22293,12-02-2019,Tuesday,Stranger Things,1,2,57,Male,1,1,,,
15111,10-02-2019,Sunday,Stranger Things,2,10,3,Female,0,0,,,
28473,12-02-2019,Tuesday,Stranger Things,2,9,22,Male,0,1,,,
3764,10-02-2019,Sunday,Stranger Things,2,7,10,Female,0,1,,,
48016,10-02-2019,Sunday,Stranger Things,1,2,28,Female,0,0,,,
52000,09-02-2019,Saturday,Stranger Things,2,10,42,Female,1,1,,,
2890,09-02-2019,Saturday,Stranger Things,2,10,60,Female,1,0,,,
45924,10-02-2019,Sunday,Stranger Things,2,1,19,Female,0,1,,,
101131,11-02-2019,Monday,Stranger Things,2,9,2,Male,0,0,,,
7442,09-02-2019,Saturday,Stranger Things,2,10,6,Male,0,1,,,
589,12-02-2019,Tuesday,Stranger Things,1,4,27,Male,0,0,,,
66950,10-02-2019,Sunday,Stranger Things,2,8,46,Male,1,0,,,
98576,09-02-2019,Saturday,Stranger Things,2,9,37,Male,1,1,,,
56166,12-02-2019,Tuesday,Stranger Things,1,4,12,Female,0,0,,,
103914,10-02-2019,Sunday,Stranger Things,1,9,29,Male,0,1,,,
56928,10-02-2019,Sunday,Stranger Things,2,8,57,Female,1,0,,,
22207,12-02-2019,Tuesday,Stranger Things,2,8,27,Female,0,1,,,
21336,12-02-2019,Tuesday,Stranger Things,1,5,22,Female,0,0,,,
79582,12-02-2019,Tuesday,Stranger Things,2,10,11,Male,0,1,,,
112662,10-02-2019,Sunday,Stranger Things,1,3,39,Male,1,0,,,
93243,10-02-2019,Sunday,Stranger Things,1,9,52,Male,1,1,,,
94877,11-02-2019,Monday,Stranger Things,2,1,52,Female,1,0,,,
103999,09-02-2019,Saturday,Stranger Things,1,2,14,Male,0,1,,,
45191,10-02-2019,Sunday,Stranger Things,2,7,25,Male,0,0,,,
116772,12-02-2019,Tuesday,Stranger Things,2,8,58,Female,1,1,,,
107956,11-02-2019,Monday,Stranger Things,2,9,26,Male,0,0,,,
31834,12-02-2019,Tuesday,Stranger Things,1,1,1,Male,0,1,,,
98912,09-02-2019,Saturday,Stranger Things,1,6,47,Female,1,1,,,
67403,10-02-2019,Sunday,Stranger Things,1,8,60,Female,1,1,,,
9697,09-02-2019,Saturday,Stranger Things,1,4,34,Female,1,1,,,
39284,10-02-2019,Sunday,Stranger Things,2,1,30,Female,1,1,,,
15552,10-02-2019,Sunday,Stranger Things,1,3,18,Male,0,1,,,
64109,09-02-2019,Saturday,Stranger Things,2,10,24,Male,0,1,,,
64855,11-02-2019,Monday,Stranger Things,2,4,23,Female,0,1,,,
55382,11-02-2019,Monday,Stranger Things,2,1,60,Male,1,1,,,
44854,12-02-2019,Tuesday,Stranger Things,1,4,38,Female,1,1,,,
6109,10-02-2019,Sunday,Stranger Things,1,5,50,Male,1,1,,,
60545,10-02-2019,Sunday,Stranger Things,2,8,32,Female,1,0,,,
106637,09-02-2019,Saturday,Stranger Things,1,2,53,Female,1,0,,,
20118,09-02-2019,Saturday,Stranger Things,1,3,47,Female,1,1,,,
58169,10-02-2019,Sunday,Stranger Things,2,6,26,Female,0,1,,,
15192,12-02-2019,Tuesday,Stranger Things,2,5,16,Female,0,1,,,
88433,09-02-2019,Saturday,Stranger Things,2,10,28,Female,0,1,,,
59967,10-02-2019,Sunday,Stranger Things,2,9,38,Female,1,0,,,
29976,12-02-2019,Tuesday,Stranger Things,1,8,52,Male,1,1,,,
29700,11-02-2019,Monday,Stranger Things,2,7,8,Female,0,0,,,
104066,12-02-2019,Tuesday,Stranger Things,2,6,4,Male,0,0,,,
10603,12-02-2019,Tuesday,Stranger Things,2,1,39,Male,1,0,,,
26494,12-02-2019,Tuesday,Stranger Things,2,7,50,Female,1,1,,,
29614,09-02-2019,Saturday,Stranger Things,1,9,51,Female,1,1,,,
26206,12-02-2019,Tuesday,Stranger Things,2,5,52,Male,1,1,,,
1820,10-02-2019,Sunday,Stranger Things,2,5,5,Male,0,0,,,
34551,12-02-2019,Tuesday,Stranger Things,2,7,27,Male,0,0,,,
72730,11-02-2019,Monday,Stranger Things,2,9,40,Male,1,1,,,
98075,10-02-2019,Sunday,Stranger Things,2,1,20,Male,0,1,,,
109783,10-02-2019,Sunday,Stranger Things,1,3,12,Female,0,1,,,
57910,12-02-2019,Tuesday,Stranger Things,1,2,37,Female,1,1,,,
2520,09-02-2019,Saturday,Stranger Things,2,4,31,Male,1,0,,,
83836,11-02-2019,Monday,Stranger Things,2,6,53,Female,1,0,,,
32822,09-02-2019,Saturday,Stranger Things,2,5,35,Male,1,0,,,
94014,11-02-2019,Monday,Stranger Things,1,10,22,Female,0,1,,,
21078,11-02-2019,Monday,Stranger Things,2,8,58,Female,1,0,,,
20059,11-02-2019,Monday,Stranger Things,1,9,57,Female,1,0,,,
79779,10-02-2019,Sunday,Stranger Things,1,3,59,Male,1,1,,,
84881,09-02-2019,Saturday,Stranger Things,2,2,59,Male,1,1,,,
33944,11-02-2019,Monday,Stranger Things,2,8,12,Male,0,0,,,
85611,10-02-2019,Sunday,Stranger Things,2,8,51,Male,1,0,,,
85561,11-02-2019,Monday,Stranger Things,1,4,51,Male,1,1,,,
57358,09-02-2019,Saturday,Stranger Things,1,9,28,Female,0,1,,,
104436,11-02-2019,Monday,Stranger Things,2,7,12,Male,0,1,,,
82967,09-02-2019,Saturday,Stranger Things,2,2,52,Female,1,1,,,
87853,09-02-2019,Saturday,Stranger Things,2,3,33,Female,1,0,,,
73038,12-02-2019,Tuesday,Stranger Things,1,4,27,Male,0,0,,,
98254,10-02-2019,Sunday,Stranger Things,1,4,30,Female,1,1,,,
33961,10-02-2019,Sunday,Stranger Things,2,2,5,Male,0,0,,,
109662,09-02-2019,Saturday,Stranger Things,2,3,60,Male,1,1,,,
54280,11-02-2019,Monday,Stranger Things,1,8,9,Male,0,0,,,
74720,09-02-2019,Saturday,Stranger Things,1,9,23,Female,0,1,,,
